Numero_Cliente,Familia_Comercial,Cadena_Comercial,Rama,Tipo,Mov,MovId,SKU,Articulo,lll,Propiedades,Cantidad,UM,CantidadSecundaria,UMSecundaria,FactorLitros,Precio,SubTotal,DescuentoLineal,IVA,IEPS,IEPS_Cuota,ImporteTotal,Costo_Unitario,Costo_Total,CostoProduccionUnitario,CostoProduccion,Sucursal,FechaEmision,FechaRequerida,Almacen
888,OTROS,OTROS,CLNA,Cliente,Factura,FREM299,10809,RM00010809,---,---,1960,PZA,0,,0,8.45,16562,0,2649.92,0,0,19211.92,9.2762,18181.352,3.9342,7711.032,60,44301,44312,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM305,10708,RM00010708,---,---,1920,PZA,0,,0,5.7129,10968.768,0,1755.0084,0,0,12723.7764,4.7474,9115.008,2.8382,5449.344,60,44301,44312,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM304,10814,RM00010814,---,---,6265,PZA,0,,0,8.5051,53284.4515,0,8525.5543,0,0,61810.0058,4.7715,29893.4475,3.508,21977.62,60,44301,44301,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM302,40,RM00000040,---,---,17982,PZA,0,,0,1.7062,30680.8884,0,4909.0788,0,0,35589.9672,0.9876,17759.0232,0,0,60,44301,44312,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM303,40,RM00000040,---,---,2106,PZA,0,,0,1.7062,3593.2572,0,574.9372,0,0,4168.1944,0.9876,2079.8856,0,0,60,44301,44301,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM306,574,RM00000574,---,---,1,SR,0,,0,1100,1100,0,176,0,0,1276,0,0,0,0,60,44301,44301,REM04
899,OTROS,OTROS,CLNA,Cliente,Factura,FREM298,333,RM00000333,---,---,1000,KG,1000,KG,0,31.7161,31716.1,0,5074.5808,0,0,36790.6808,28.2053,28205.3,35.5857,35585.7,60,44301,44301,REM12
806,OTROS,OTROS,CLNA,Cliente,Devolucion Venta,DREM5,10613,RM00010613,---,---,-21450,PZA,-21.45,MILL,0,0.748,-16044.6,0,-2567.136,0,0,-18611.736,-0.2945,-6317.6127,0,0,60,44301,44301,REM04
838,OTROS,OTROS,CLNA,Cliente,Factura,FREM300,10230,RM00010230,---,---,840,PZA,0,,0,4,3360,0,537.6,0,0,3897.6,4.663,3916.92,0,0,60,44301,44301,REM12
806,OTROS,OTROS,CLNA,Cliente,Factura,FREM301,10613,RM00010613,---,---,21450,PZA,21.45,MILL,0,0.748,16044.6,0,2567.136,0,0,18611.736,0.4257,9131.8935,0,0,60,44301,44301,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM308,10053,RM00010053,---,---,4992,PZA,0,,0,2.9385,14668.992,0,2347.0714,0,0,17016.0634,1.7691,8831.3472,1.4757,7366.6944,60,44302,44302,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM312,10053,RM00010053,---,---,1794,PZA,0,,0,2.9385,5271.669,0,843.4788,0,0,6115.1478,1.7691,3173.7654,1.4757,2647.4058,60,44302,44302,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM307,10234,RM00010234,---,---,5390,PZA,0,,0,6.7015,36121.085,0,5779.3547,0,0,41900.4397,3.9715,21406.385,3.3414,18010.146,60,44302,44294,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM309,10708,RM00010708,---,---,3600,PZA,0,,0,5.7086,20550.96,0,3288.1491,0,0,23839.1091,4.9103,17677.08,2.8382,10217.52,60,44302,44312,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM310,10861,RM00010861,---,---,1190,PZA,0,,0,5.9232,7048.608,0,1127.7803,0,0,8176.3883,3.2815,3904.985,0,0,60,44302,44301,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM311,574,RM00000574,---,---,1,SR,0,,0,1100,1100,0,176,0,0,1276,0,0,0,0,60,44302,44302,REM04
720,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM313,10572,RM00010572,---,---,1232,PZA,0,,0,8.7679,10802.0528,0,1728.3245,0,0,12530.3773,6.4304,7922.2528,0,0,60,44305,44302,REM12
720,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM313,10227,RM00010227,---,---,784,PZA,0,,0,8.7679,6874.0336,0,1099.8429,0,0,7973.8765,7.0203,5503.9152,0,0,60,44305,44302,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM314,10814,RM00010814,---,---,1050,PZA,0,,0,8.4431,8865.255,0,1418.4357,0,0,10283.6907,4.7705,5009.025,3.508,3683.4,60,44305,44301,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM315,574,RM00000574,---,---,1,SR,0,,0,1100,1100,0,176,0,0,1276,0,0,0,0,60,44305,44305,REM04
888,OTROS,OTROS,CLNA,Cliente,Factura,FREM316,10810,RM00010810,---,---,4340,PZA,0,,0,8.45,36673,0,5867.68,0,0,42540.68,9.9236,43068.424,4.5259,19642.406,60,44305,44312,REM12
910,OTROS,EXPORTACION,CLME,Cliente,Factura,FREM318,574,RM00000574,---,---,1,SR,0,,0,17197.001,17197.001,0,0,0,0,17197.001,0,0,0,0,60,44305,44305,REM04
859,OTROS,OTROS,CLNA,Cliente,Factura,FREM319,10051,RM00010051,---,---,2028,PZA,0,,0,2.41,4887.48,0,781.9968,0,0,5669.4768,1.1871,2407.4388,0,0,60,44305,44305,REM12
806,OTROS,OTROS,CLNA,Cliente,Factura,FREM317,10613,RM00010613,---,---,31350,PZA,31.35,MILL,0,0.748,23449.8,0,3751.968,0,0,27201.768,0.4257,13346.6136,0,0,60,44305,44307,REM12
903,OTROS,OTROS,CLNA,Cliente,Factura PUE,PREM8,10427,RM00010427,---,---,4214,PZA,0,,0,1.13,4761.82,0,761.8912,0,0,5523.7112,1.0092,4252.7688,0,0,60,44306,44305,REM12
903,OTROS,OTROS,CLNA,Cliente,Factura PUE,PREM8,10473,RM00010473,---,---,32256,PZA,0,,0,0.71,22901.76,0,3664.2816,0,0,26566.0416,0.5201,16776.3456,0,0,60,44306,44305,REM12
835,OTROS,OTROS,CLNA,Cliente,Factura,FREM322,574,RM00000574,---,---,1,SR,0,,0,16000,16000,0,2560,0,0,18560,0,0,0,0,60,44306,44306,REM04
835,OTROS,OTROS,CLNA,Cliente,Factura,FREM321,10650,RM00010650,---,---,120000,PZA,120,MILL,0,0.0845,10143.6,0,1622.976,0,0,11766.576,0.095,11400,0.11,13200,60,44306,44313,REM12
835,OTROS,OTROS,CLNA,Cliente,Factura,FREM321,10234,RM00010234,---,---,2310,PZA,0,,0,5.67,13097.7,0,2095.632,0,0,15193.332,5.2684,12170.004,3.3414,7718.634,60,44306,44313,REM12
835,OTROS,OTROS,CLNA,Cliente,Factura,FREM321,10473,RM00010473,---,---,98640,PZA,0,,0,0.68,67075.2,0,10732.032,0,0,77807.232,0.5101,50316.264,0,0,60,44306,44313,REM12
835,OTROS,OTROS,CLNA,Cliente,Factura,FREM321,10283,RM00010283,---,---,10000,PZA,10,MILL,0,0.642,6420,0,1027.2,0,0,7447.2,0.4009,4009.477,0.1676,1676,60,44306,44313,REM12
237,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM324,86,RM00000086,---,---,220,PZA,0,,0,64.0572,14092.584,0,2254.8127,0,0,16347.3967,41.5543,9141.946,0,0,60,44306,44305,REM12
237,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM324,10711,RM00010711,---,---,180,PZA,0,,0,64.0572,11530.296,0,1844.8468,0,0,13375.1428,44.5138,8012.484,0,0,60,44306,44305,REM12
237,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM324,10711,RM00010711,---,---,1640,PZA,0,,0,64.0572,105053.808,0,16808.6038,0,0,121862.4118,44.5138,73002.632,0,0,60,44306,44305,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM320,10708,RM00010708,---,---,3600,PZA,0,,0,5.668,20404.8,0,3264.7891,0,0,23669.5891,4.9531,17831.16,2.8382,10217.52,60,44306,44312,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM328,10708,RM00010708,---,---,5580,PZA,0,,0,5.668,31627.44,0,5060.4231,0,0,36687.8631,4.6065,25704.27,2.8382,15837.156,60,44306,44294,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM330,574,RM00000574,---,---,1,SR,0,,0,1100,1100,0,176,0,0,1276,0,0,0,0,60,44306,44306,REM04
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM329,10222,RM00010222,---,---,7189,PZA,0,,0,5.2657,37855.1173,0,6056.8619,0,0,43911.9792,3.1646,22750.3094,2.9291,21057.2999,60,44306,44306,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM326,10140,RM00010140,---,---,3000,PZA,3,MILL,0,0.8814,2644.0555,0,423.0489,0,0,3067.1044,0.3907,1172.1723,0.543,1629,60,44306,44294,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM327,10814,RM00010814,---,---,910,PZA,0,,0,8.4383,7678.853,0,1228.62,0,0,8907.473,4.7718,4342.338,3.508,3192.28,60,44306,44301,REM12
237,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM325,574,RM00000574,---,---,1,SR,0,,0,10300,10300,0,1648,0,0,11948,0,0,0,0,60,44306,44306,REM04
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM331,10234,RM00010234,---,---,2765,PZA,0,,0,6.6539,18398.0335,0,2943.6715,0,0,21341.705,5.1482,14234.773,3.3414,9238.971,60,44306,44294,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM323,10861,RM00010861,---,---,6405,PZA,0,,0,5.8811,37668.4455,0,6026.9879,0,0,43695.4334,9.2011,58933.0455,0,0,60,44306,44301,REM12
808,OTROS,OTROS,CLNA,Cliente,Factura,FREM336,10718,RM00010718,---,---,3080,PZA,0,,0,48.98,150858.4,0,24137.344,0,0,174995.744,41.6499,128281.692,39.5086,121686.488,60,44307,44300,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM332,10140,RM00010140,---,---,6000,PZA,6,MILL,0,0.8769,5261.2134,0,841.7941,0,0,6103.0075,0.3907,2344.3446,0.543,3258,60,44307,44294,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM333,10848,RM00010848,---,---,9516,PZA,0,,0,2.9028,27623.0448,0,4419.7241,0,0,32042.7689,1.8447,17554.1652,2.0486,19494.4776,60,44307,44312,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM334,10224,RM00010224,---,---,1920,PZA,0,,0,6.1881,11881.152,0,1900.9746,0,0,13782.1266,3.7212,7144.704,3.2788,6295.296,60,44307,44314,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM335,10708,RM00010708,---,---,420,PZA,0,,0,5.6392,2368.464,0,378.9547,0,0,2747.4187,4.6069,1934.898,2.8382,1192.044,60,44307,44312,REM12
844,OTROS,SINGRUPOCOMERCIAL,CLNA,Cliente,Factura PUE,PREM9,10473,RM00010473,---,---,14400,PZA,0,,0,0.68,9792,0,1566.72,0,0,11358.72,0.5489,7904.16,0,0,60,44307,44316,REM12
844,OTROS,SINGRUPOCOMERCIAL,CLNA,Cliente,Factura PUE,PREM9,10427,RM00010427,---,---,51744,PZA,0,,0,1.13,58470.72,0,9355.3152,0,0,67826.0352,1.0092,52220.0448,0,0,60,44307,44316,REM12
844,OTROS,SINGRUPOCOMERCIAL,CLNA,Cliente,Factura PUE,PREM9,10650,RM00010650,---,---,72000,PZA,72,MILL,0,0.1177,8474.4,0,1355.904,0,0,9830.304,0.095,6840,0.11,7920,60,44307,44316,REM12
833,OTROS,OTROS,CLNA,Cliente,Factura,FREM337,10224,RM00010224,---,---,5664,PZA,0,,0,8.34,47237.76,14950.751,5165.9214,0,0,37452.9304,5.2454,29709.9456,3.2788,18571.1232,60,44307,44291,REM12
833,OTROS,OTROS,CLNA,Cliente,Factura,FREM337,10283,RM00010283,---,---,6000,PZA,6,MILL,0,0.7481,4488.36,0.6477,0.6145,0,0,4488.3268,0.4009,2405.6862,0.1676,1005.6,60,44307,44291,REM12
838,OTROS,OTROS,CLNA,Cliente,Factura,FREM346,10477,RM00010477,---,---,24000,PZA,0,,0,1.09,26160,0,4185.6,0,0,30345.6,0.8826,21182.4,0.6034,14481.6,60,44308,44322,REM12
838,OTROS,OTROS,CLNA,Cliente,Factura,FREM346,10173,RM00010173,---,---,25000,PZA,25,MILL,0,0.1507,3766.75,0,602.68,0,0,4369.43,0.1147,2866.305,0.0614,1535,60,44308,44322,REM12
838,OTROS,OTROS,CLNA,Cliente,Factura,FREM346,10477,RM00010477,---,---,8000,PZA,0,,0,1.09,8720,0,1395.2,0,0,10115.2,0.8826,7060.8,0.6034,4827.2,60,44308,44322,REM12
903,OTROS,OTROS,CLNA,Cliente,Factura PUE,PREM10,10473,RM00010473,---,---,144,PZA,0,,0,0.73,105.12,0,16.8192,0,0,121.9392,0.5489,79.0416,0,0,60,44308,44308,REM12
834,OTROS,OTROS,CLNA,CLIENTE,Factura,FREM344,10848,RM00010848,---,---,10764,PZA,0,,0,3.02,32507.28,0,5201.1648,0,0,37708.4448,1.8993,20444.0652,2.0486,22051.1304,60,44308,44319,REM12
901,OTROS,OTROS,CLNA,Cliente,Factura,FREM345,10481,RM00010481,---,---,608,PZA,0,,0,50.72,30837.76,0,4934.0416,0,0,35771.8016,40.545,24651.36,0,0,60,44308,44308,REM12
834,OTROS,OTROS,CLNA,CLIENTE,Factura,FREM343,10848,RM00010848,---,---,5070,PZA,0,,0,3.02,15311.4,0,2449.824,0,0,17761.224,1.8993,9629.451,2.0486,10386.402,60,44308,44319,REM12
903,OTROS,OTROS,CLNA,Cliente,Factura PUE,PREM11,10427,RM00010427,---,---,20972,PZA,0,,0,1.13,23698.36,0,3791.7376,0,0,27490.0976,1.0259,21515.1748,0,0,60,44308,44316,REM12
903,OTROS,OTROS,CLNA,Cliente,Factura PUE,PREM11,10427,RM00010427,---,---,686,PZA,0,,0,1.13,775.18,0,124.0288,0,0,899.2088,1.0259,703.7674,0,0,60,44308,44316,REM12
903,OTROS,OTROS,CLNA,Cliente,Factura PUE,PREM11,10650,RM00010650,---,---,24000,PZA,24,MILL,0,0.1177,2824.8,0,451.968,0,0,3276.768,0.095,2280,0.11,2640,60,44308,44316,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM339,10848,RM00010848,---,---,10530,PZA,0,,0,2.9135,30679.155,0,4908.7458,0,0,35587.9008,1.8993,19999.629,2.0486,21571.758,60,44308,44312,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM340,10848,RM00010848,---,---,10062,PZA,0,,0,2.9135,29315.637,0,4690.5793,0,0,34006.2163,1.8993,19110.7566,2.0486,20613.0132,60,44308,44302,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM341,10848,RM00010848,---,---,7488,PZA,0,,0,2.9135,21816.288,0,3490.6636,0,0,25306.9516,1.8993,14221.9584,2.0486,15339.9168,60,44308,44308,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM342,574,RM00000574,---,---,1,SR,0,,0,1100,1100,0,176,0,0,1276,0,0,0,0,60,44308,44308,REM04
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM338,10708,RM00010708,---,---,2880,PZA,0,,0,5.66,16300.8,0,2608.1462,0,0,18908.9462,4.1088,11833.344,2.8382,8174.016,60,44308,44312,REM12
835,OTROS,OTROS,CLNA,Cliente,Factura,FREM347,10268,RM00010268,---,---,141000,PZA,141,MILL,0,0.4975,70146.09,0,11223.3744,0,0,81369.4644,0.4724,66603.2958,0.3092,43597.2,60,44309,44313,REM12
835,OTROS,OTROS,CLNA,Cliente,Factura,FREM347,10839,RM00010839,---,---,2148,PZA,0,,0,46,98808,0,15809.28,0,0,114617.28,36.6721,78771.6708,27.0878,58184.5944,60,44309,44313,REM12
835,OTROS,OTROS,CLNA,Cliente,Factura,FREM347,10427,RM00010427,---,---,9800,PZA,0,,0,1.09,10682,0,1709.12,0,0,12391.12,1.0259,10053.82,0,0,60,44309,44313,REM12
835,OTROS,OTROS,CLNA,Cliente,Factura,FREM348,574,RM00000574,---,---,1,SR,0,,0,16000,16000,0,2560,0,0,18560,0,0,0,0,60,44309,44309,REM04
910,OTROS,EXPORTACION,CLME,Cliente,Factura Com.Ext33,FCREM52,10006,RM00010006,---,---,1820,PZA,0,,0,3.1798,5787.236,0,0,0,0,5787.236,1.5243,2774.226,1.1508,2094.456,60,44309,44309,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM352,10224,RM00010224,---,---,4080,PZA,0,,0,6.2067,25323.336,0,4051.7013,0,0,29375.0373,4.9029,20003.832,3.2788,13377.504,60,44309,44314,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM353,10765,RM00010765,---,---,8400,PZA,0,,0,5.5488,46609.92,0,7457.6152,0,0,54067.5352,3.2156,27011.04,3.1136,26154.24,60,44309,44308,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM354,10708,RM00010708,---,---,3600,PZA,0,,0,5.6561,20361.96,0,3257.9369,0,0,23619.8969,6.0079,21628.44,2.8382,10217.52,60,44309,44312,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM355,10814,RM00010814,---,---,910,PZA,0,,0,8.4206,7662.746,0,1226.0414,0,0,8888.7874,4.7717,4342.247,3.508,3192.28,60,44309,44301,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM356,574,RM00000574,---,---,1,SR,0,,0,1100,1100,0,176,0,0,1276,0,0,0,0,60,44309,44309,REM04
903,OTROS,OTROS,CLNA,Cliente,Factura PUE,PREM12,10427,RM00010427,---,---,20188,PZA,0,,0,1.13,22812.44,0,3649.9904,0,0,26462.4304,1.009,20369.692,0,0,60,44309,44316,REM12
161,AUTOSERVICIO,OTROS,INTERCOMPA,Intercompañia,Factura,FREM349,10053,RM00010053,---,---,27426,PZA,0,,0,2.9215,80125.059,0,12819.9129,0,0,92944.9719,1.8046,49492.9596,1.4757,40472.5482,60,44309,44302,REM12
161,AUTOSERVICIO,OTROS,INTERCOMPA,Intercompañia,Factura,FREM350,10053,RM00010053,---,---,18438,PZA,0,,0,2.9215,53866.617,0,8618.5938,0,0,62485.2108,1.8046,33273.2148,1.4757,27208.9566,60,44309,44299,REM12
161,AUTOSERVICIO,OTROS,INTERCOMPA,Intercompañia,Factura,FREM350,10613,RM00010613,---,---,8250,PZA,8.25,MILL,0,0.5565,4590.894,0,734.543,0,0,5325.437,0.4257,3512.2635,0,0,60,44309,44299,REM12
835,OTROS,OTROS,CLNA,Cliente,Factura,FREM351,10268,RM00010268,---,---,2000,PZA,2,MILL,0,0.4975,994.98,0,159.1968,0,0,1154.1768,0.4724,944.7276,0.3092,618.4,60,44309,44313,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM363,574,RM00000574,---,---,1,SR,0,,0,1100,1100,0,176,0,0,1276,0,0,0,0,60,44312,44312,REM04
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM362,10765,RM00010765,---,---,10668,PZA,0,,0,5.5523,59231.9364,0,9477.1283,0,0,68709.0647,3.0824,32883.0432,3.1136,33215.8848,60,44312,44308,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM358,10523,RM00010523,---,---,1512,PZA,0,,0,5.5523,8395.0776,0,1343.215,0,0,9738.2926,2.9134,4405.0608,0,0,60,44312,44309,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM361,10547,RM00010547,---,---,5369,PZA,0,,0,1.6446,8829.8574,0,1412.7888,0,0,10242.6462,1.2548,6737.0212,0,0,60,44312,44309,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM360,10708,RM00010708,---,---,6180,PZA,0,,0,5.6597,34976.946,0,5596.3093,0,0,40573.2553,6.1469,37987.842,2.8382,17540.076,60,44312,44312,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM359,10140,RM00010140,---,---,12000,PZA,12,MILL,0,0.8801,10560.6622,0,1689.706,0,0,12250.3682,0.4326,5190.6629,0.543,6516,60,44312,44294,REM12
863,OTROS,OTROS,CLNA,Cliente,Factura PUE,PREM13,10115,RM00010115,---,---,3080,PZA,0,,0,48.98,150858.4,0,24137.344,0,0,174995.744,40.1928,123793.824,26.5127,81659.116,60,44312,44333,REM12
915,OTROS,EXPORTACION,CLME,Cliente,Factura Com.Ext33,FCREM53,10176,RM00010176,---,---,120000,PZA,120,MILL,0,0.1579,18943.2,0,0,0,0,18943.2,0.1368,16420.356,0.0548,6576,60,44312,44322,REM12
915,OTROS,EXPORTACION,CLME,Cliente,Factura Com.Ext33,FCREM53,10650,RM00010650,---,---,64000,PZA,64,MILL,0,0.1177,7532.8,0,0,0,0,7532.8,0.095,6080,0.11,7040,60,44312,44322,REM12
915,OTROS,EXPORTACION,CLME,Cliente,Factura Com.Ext33,FCREM54,10777,RM00010777,---,---,48906,PZA,0,,0,1.11,54285.66,0,0,0,0,54285.66,0.925,45238.05,0.9376,45854.2656,60,44312,44322,REM12
915,OTROS,EXPORTACION,CLME,Cliente,Factura Com.Ext33,FCREM54,10473,RM00010473,---,---,18576,PZA,0,,0,0.71,13188.96,0,0,0,0,13188.96,0.5894,10948.6944,0,0,60,44312,44322,REM12
1104,HOTELES,HOTELES,CLNA,Cliente,Factura PUE,PREM14,10473,RM00010473,---,---,144,PZA,0,,0,0.73,105.12,0,16.8192,0,0,121.9392,0.5894,84.8736,0,0,60,44312,44312,REM12
1104,HOTELES,HOTELES,CLNA,Cliente,Factura PUE,PREM14,10427,RM00010427,---,---,98,PZA,0,,0,1.13,110.74,0,17.7184,0,0,128.4584,1.0273,100.6754,0,0,60,44312,44312,REM12
1104,HOTELES,HOTELES,CLNA,Cliente,Factura PUE,PREM14,10650,RM00010650,---,---,8000,PZA,8,MILL,0,0.1177,941.6,0,150.656,0,0,1092.256,0.095,760,0.11,880,60,44312,44312,REM12
913,OTROS,EXPORTACION,CLME,Cliente,Factura,FREM357,574,RM00000574,---,---,1,SR,0,,0,11000,11000,0,0,0,0,11000,0,0,0,0,60,44312,44312,REM04
818,OTROS,OTROS,CLNA,Cliente,Factura,FREM365,10224,RM00010224,---,---,14880,PZA,0,,0,6.75,100440,0,16070.4,0,0,116510.4,4.3699,65024.112,3.2788,48788.544,60,44312,44308,REM12
818,OTROS,OTROS,CLNA,Cliente,Factura,FREM365,10283,RM00010283,---,---,18000,PZA,18,MILL,0,0.7407,13333.14,0,2133.3024,0,0,15466.4424,0.4009,7217.0586,0.1676,3016.8,60,44312,44308,REM12
854,OTROS,OTROS,CLNA,Cliente,Factura,FREM364,10138,RM00010138,---,---,5012,PZA,0,,0,7.32,36687.84,0,5870.0544,0,0,42557.8944,8.6367,43287.1404,3.236,16218.832,60,44312,44302,REM12
854,OTROS,OTROS,CLNA,Cliente,Factura,FREM364,10290,RM00010290,---,---,6000,PZA,6,MILL,0,0.4705,2823,0,451.68,0,0,3274.68,0.3772,2263.1628,0,0,60,44312,44302,REM12
838,OTROS,OTROS,CLNA,Cliente,Factura,FREM369,10227,RM00010227,---,---,1120,PZA,0,,0,7.9,8848,0,1415.68,0,0,10263.68,7.02,7862.4,0,0,60,44313,44312,REM12
838,OTROS,OTROS,CLNA,Cliente,Factura,FREM369,10140,RM00010140,---,---,3000,PZA,3,MILL,0,0.3704,1111.23,0,177.7968,0,0,1289.0268,0.4326,1297.6629,0.543,1629,60,44313,44312,REM12
838,OTROS,OTROS,CLNA,Cliente,Factura,FREM369,10138,RM00010138,---,---,672,PZA,0,,0,5.57,3743.04,0,598.8864,0,0,4341.9264,8.3538,5613.7536,3.236,2174.592,60,44313,44312,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM386,10224,RM00010224,---,---,2016,PZA,0,,0,6.2052,12509.6832,0,2001.5638,0,0,14511.247,4.27,8608.32,3.2788,6610.0608,60,44313,44314,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM366,10224,RM00010224,---,---,11760,PZA,0,,0,6.2052,72973.152,0,11675.7887,0,0,84648.9407,4.3653,51335.928,3.2788,38558.688,60,44313,44312,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM366,10140,RM00010140,---,---,9000,PZA,9,MILL,0,0.8793,7913.7258,0,1266.1961,0,0,9179.9219,0.4326,3892.9954,0.543,4887,60,44313,44312,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM367,574,RM00000574,---,---,1,SR,0,,0,1100,1100,0,176,0,0,1276,0,0,0,0,60,44313,44313,REM04
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM383,10201,RM00010201,---,---,20000,PZA,20,MILL,0,0.7722,15443.1317,0,2470.9011,0,0,17914.0328,0.452,9040.8609,0.248,4960,60,44313,44356,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM384,10201,RM00010201,---,---,4000,PZA,4,MILL,0,0.7722,3088.6263,0,494.1802,0,0,3582.8065,0.452,1808.1722,0.248,992,60,44313,44319,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM385,10708,RM00010708,---,---,3000,PZA,0,,0,5.6549,16964.7,0,2714.3327,0,0,19679.0327,6.3165,18949.5,2.8382,8514.6,60,44313,44294,REM12
901,OTROS,OTROS,CLNA,Cliente,Factura,FREM379,10481,RM00010481,---,---,1000,PZA,0,,0,50.72,50720,0,8115.2,0,0,58835.2,40.545,40545,0,0,60,44313,44329,REM12
901,OTROS,OTROS,CLNA,Cliente,Factura,FREM380,10495,RM00010495,---,---,1000,PZA,0,,0,50.72,50720,0,8115.2,0,0,58835.2,44.3615,44361.5,0,0,60,44313,44329,REM12
901,OTROS,OTROS,CLNA,Cliente,Factura,FREM378,10481,RM00010481,---,---,1000,PZA,0,,0,50.72,50720,0,8115.2,0,0,58835.2,40.545,40545,0,0,60,44313,44329,REM12
901,OTROS,OTROS,CLNA,Cliente,Factura,FREM381,10495,RM00010495,---,---,1000,PZA,0,,0,50.72,50720,0,8115.2,0,0,58835.2,44.3615,44361.5,0,0,60,44313,44329,REM12
901,OTROS,OTROS,CLNA,Cliente,Factura,FREM377,10115,RM00010115,---,---,1000,PZA,0,,0,50.72,50720,0,8115.2,0,0,58835.2,40.1928,40192.8,26.5127,26512.7,60,44313,44329,REM12
901,OTROS,OTROS,CLNA,Cliente,Factura,FREM376,10115,RM00010115,---,---,1000,PZA,0,,0,50.72,50720,0,8115.2,0,0,58835.2,40.1928,40192.8,26.5127,26512.7,60,44313,44329,REM12
833,OTROS,OTROS,CLNA,Cliente,Factura,FREM382,10224,RM00010224,---,---,3216,PZA,0,,0,8.34,26821.44,8488.9858,2933.1927,0,0,21265.6469,4.683,15060.528,3.2788,10544.6208,60,44313,44291,REM12
833,OTROS,OTROS,CLNA,Cliente,Factura,FREM382,10283,RM00010283,---,---,4000,PZA,4,MILL,0,0.7481,2992.24,0.4318,0.4097,0,0,2992.2179,0.4009,1603.7908,0.1676,670.4,60,44313,44291,REM12
